X,Y
935.4272463,2535.858258
938.3505604,2453.827185
944.1612057,2514.274329
942.0206499,2392.668177
951.64935,2392.131835
953.1417875,2548.750723
973.2198502,2460.317678
974.7219304,2563.580669
974.2323407,2514.057789
